survey_id,response_id,category,subcategory,source_version
survey-demo,B0298,Atendimento,Demora,1
survey-demo,B0299,Atendimento,Demora,1
survey-demo,B0300,Atendimento,Cordialidade,1
survey-demo,B0300,Atendimento,Demora,1
survey-demo,B0300,Comunicação,Retorno,1
survey-demo,B0300,Processo,Agendamento,1
survey-demo,B0301,Atendimento,Demora,1
survey-demo,B0302,Atendimento,Demora,1
survey-demo,B0302,Comunicação,Retorno,1
survey-demo,B0303,Atendimento,Demora,1
survey-demo,B0303,Comunicação,Retorno,1
survey-demo,B0304,Atendimento,Demora,2
survey-demo,B0308,Atendimento,Demora,1
survey-demo,B0308,Comunicação,Retorno,1
survey-demo,B0308,Processo,Agendamento,1
survey-demo,B0309,Atendimento,Demora,1
survey-demo,B0309,Comunicação,Retorno,1
survey-demo,B0309,Processo,Agendamento,1
survey-demo,B0310,Atendimento,Demora,1
survey-demo,B0310,Comunicação,Retorno,1
survey-demo,B0310,Processo,Agendamento,1
survey-demo,B0313,Atendimento,Cordialidade,1
survey-demo,B0313,Atendimento,Demora,1
survey-demo,B0313,Comunicação,Retorno,1
survey-demo,B0313,Processo,Agendamento,1
survey-demo,B0314,Atendimento,Demora,1
survey-demo,B0315,Atendimento,Demora,1
survey-demo,B0315,Comunicação,Retorno,1
survey-demo,B0316,Atendimento,Demora,1
survey-demo,B0316,Comunicação,Retorno,1
survey-demo,B0317,Atendimento,Demora,1
survey-demo,B0318,Atendimento,Demora,1
survey-demo,B0318,Comunicação,Retorno,1
survey-demo,B0320,Atendimento,Demora,2
survey-demo,B0321,Atendimento,Cordialidade,1
survey-demo,B0321,Atendimento,Demora,1
survey-demo,B0321,Comunicação,Retorno,1
survey-demo,B0321,Processo,Agendamento,1
survey-demo,B0323,Atendimento,Demora,1
survey-demo,B0324,Atendimento,Demora,1
survey-demo,B0324,Comunicação,Retorno,1
survey-demo,B0325,Atendimento,Cordialidade,1
survey-demo,B0325,Atendimento,Demora,1
survey-demo,B0325,Comunicação,Retorno,1
survey-demo,B0325,Processo,Agendamento,1
survey-demo,B0326,Atendimento,Cordialidade,1
survey-demo,B0326,Atendimento,Demora,1
survey-demo,B0326,Comunicação,Retorno,1
survey-demo,B0326,Processo,Agendamento,1
survey-demo,B0327,Atendimento,Demora,1
survey-demo,B0327,Comunicação,Retorno,1
survey-demo,B0327,Processo,Agendamento,1
survey-demo,B0328,Atendimento,Demora,2
survey-demo,B0329,Atendimento,Cordialidade,1
survey-demo,B0329,Atendimento,Demora,1
survey-demo,B0329,Comunicação,Retorno,1
survey-demo,B0329,Processo,Agendamento,1
survey-demo,B0330,Atendimento,Demora,1
survey-demo,B0330,Comunicação,Retorno,1
survey-demo,B0330,Processo,Agendamento,1
survey-demo,B0331,Atendimento,Demora,1
survey-demo,B0331,Comunicação,Retorno,1
survey-demo,B0331,Processo,Agendamento,1
survey-demo,B0332,Atendimento,Demora,1
survey-demo,B0332,Comunicação,Retorno,1
survey-demo,B0333,Atendimento,Demora,1
survey-demo,B0334,Atendimento,Demora,1
survey-demo,B0334,Comunicação,Retorno,1
survey-demo,B0334,Processo,Agendamento,1
survey-demo,B0335,Atendimento,Demora,1
survey-demo,B0335,Comunicação,Retorno,1
survey-demo,B0337,Atendimento,Demora,1
survey-demo,B0337,Comunicação,Retorno,1
survey-demo,B0338,Atendimento,Demora,1
survey-demo,B0338,Comunicação,Retorno,1
survey-demo,B0338,Processo,Agendamento,1
survey-demo,B0339,Atendimento,Demora,1
survey-demo,B0340,Atendimento,Demora,1
survey-demo,B0340,Comunicação,Retorno,1
survey-demo,B0343,Atendimento,Demora,1
survey-demo,B0344,Atendimento,Demora,2
survey-demo,B0345,Atendimento,Cordialidade,1
survey-demo,B0345,Atendimento,Demora,1
survey-demo,B0345,Comunicação,Retorno,1
survey-demo,B0345,Processo,Agendamento,1
survey-demo,B0346,Atendimento,Cordialidade,1
survey-demo,B0346,Atendimento,Demora,1
survey-demo,B0346,Comunicação,Retorno,1
survey-demo,B0346,Processo,Agendamento,1
survey-demo,B0347,Atendimento,Demora,1
survey-demo,B0347,Comunicação,Retorno,1
survey-demo,B0349,Atendimento,Demora,1
survey-demo,B0349,Comunicação,Retorno,1
survey-demo,B0350,Atendimento,Cordialidade,1
survey-demo,B0350,Atendimento,Demora,1
survey-demo,B0350,Comunicação,Retorno,1
survey-demo,B0350,Processo,Agendamento,1
survey-demo,B0351,Atendimento,Demora,1
survey-demo,B0351,Comunicação,Retorno,1
survey-demo,B0351,Processo,Agendamento,1
survey-demo,B0352,Atendimento,Demora,2
survey-demo,B0353,Atendimento,Demora,1
survey-demo,B0353,Comunicação,Retorno,1
survey-demo,B0353,Processo,Agendamento,1
survey-demo,B0355,Atendimento,Demora,1
survey-demo,B0355,Comunicação,Retorno,1
survey-demo,B0356,Atendimento,Demora,1
survey-demo,B0356,Comunicação,Retorno,1
survey-demo,B0358,Atendimento,Demora,1
survey-demo,B0359,Atendimento,Demora,1
survey-demo,B0359,Comunicação,Retorno,1
survey-demo,B0360,Atendimento,Demora,2
survey-demo,B0361,Atendimento,Demora,1
survey-demo,B0361,Comunicação,Retorno,1
survey-demo,B0362,Atendimento,Cordialidade,1
survey-demo,B0362,Atendimento,Demora,1
survey-demo,B0362,Comunicação,Retorno,1
survey-demo,B0362,Processo,Agendamento,1
survey-demo,B0363,Atendimento,Cordialidade,1
survey-demo,B0363,Atendimento,Demora,1
survey-demo,B0363,Comunicação,Retorno,1
survey-demo,B0363,Processo,Agendamento,1
survey-demo,B0364,Atendimento,Demora,1
survey-demo,B0364,Comunicação,Retorno,1
survey-demo,B0365,Atendimento,Demora,1
survey-demo,B0365,Comunicação,Retorno,1
survey-demo,B0366,Atendimento,Demora,1
survey-demo,B0368,Atendimento,Demora,2
survey-demo,B0370,Atendimento,Demora,1
survey-demo,B0370,Comunicação,Retorno,1
survey-demo,B0371,Atendimento,Cordialidade,1
survey-demo,B0371,Atendimento,Demora,1
survey-demo,B0371,Comunicação,Retorno,1
survey-demo,B0371,Processo,Agendamento,1
survey-demo,B0372,Atendimento,Demora,1
survey-demo,B0373,Atendimento,Demora,1
survey-demo,B0373,Comunicação,Retorno,1
survey-demo,B0375,Atendimento,Cordialidade,1
survey-demo,B0375,Atendimento,Demora,1
survey-demo,B0375,Comunicação,Retorno,1
survey-demo,B0375,Processo,Agendamento,1
survey-demo,B0376,Atendimento,Demora,2
survey-demo,B0377,Atendimento,Demora,1
survey-demo,B0377,Comunicação,Retorno,1
survey-demo,B0377,Processo,Agendamento,1
survey-demo,B0378,Atendimento,Demora,1
survey-demo,B0378,Comunicação,Retorno,1
survey-demo,B0379,Atendimento,Demora,1
survey-demo,B0379,Comunicação,Retorno,1
survey-demo,B0379,Processo,Agendamento,1
survey-demo,B0380,Atendimento,Demora,1
survey-demo,B0380,Comunicação,Retorno,1
survey-demo,B0380,Processo,Agendamento,1
survey-demo,B0381,Atendimento,Demora,1
survey-demo,B0381,Comunicação,Retorno,1
survey-demo,B0382,Atendimento,Demora,1
survey-demo,B0382,Comunicação,Retorno,1
survey-demo,B0383,Atendimento,Demora,1
survey-demo,B0383,Comunicação,Retorno,1
survey-demo,B0384,Atendimento,Demora,2
survey-demo,B0385,Atendimento,Demora,1
survey-demo,B0385,Comunicação,Retorno,1
survey-demo,B0386,Atendimento,Demora,1
survey-demo,B0386,Comunicação,Retorno,1
survey-demo,B0387,Atendimento,Demora,1
survey-demo,B0387,Comunicação,Retorno,1
survey-demo,B0388,Atendimento,Cordialidade,1
survey-demo,B0388,Atendimento,Demora,1
survey-demo,B0388,Comunicação,Retorno,1
survey-demo,B0388,Processo,Agendamento,1
survey-demo,B0389,Atendimento,Demora,1
survey-demo,B0389,Comunicação,Retorno,1
survey-demo,B0389,Processo,Agendamento,1
survey-demo,B0390,Atendimento,Demora,1
survey-demo,B0390,Comunicação,Retorno,1
survey-demo,B0390,Processo,Agendamento,1
survey-demo,B0391,Atendimento,Cordialidade,1
survey-demo,B0391,Atendimento,Demora,1
survey-demo,B0391,Comunicação,Retorno,1
survey-demo,B0391,Processo,Agendamento,1
survey-demo,B0392,Atendimento,Demora,2
survey-demo,B0393,Atendimento,Demora,1
survey-demo,B0393,Comunicação,Retorno,1
survey-demo,B0394,Atendimento,Demora,1
survey-demo,B0394,Comunicação,Retorno,1
survey-demo,B0394,Processo,Agendamento,1
survey-demo,B0395,Atendimento,Demora,1
survey-demo,B0395,Comunicação,Retorno,1
survey-demo,B0395,Processo,Agendamento,1
survey-demo,B0397,Atendimento,Demora,1
survey-demo,B0397,Comunicação,Retorno,1
survey-demo,B0397,Processo,Agendamento,1
survey-demo,B0398,Atendimento,Demora,1
survey-demo,B0398,Comunicação,Retorno,1
survey-demo,B0399,Atendimento,Demora,1
survey-demo,B0399,Comunicação,Retorno,1
survey-demo,B0400,Atendimento,Demora,2
survey-demo,B0401,Atendimento,Demora,1
survey-demo,B0401,Comunicação,Retorno,1
survey-demo,B0402,Atendimento,Demora,1
survey-demo,B0403,Atendimento,Demora,1
survey-demo,B0403,Comunicação,Retorno,1
survey-demo,B0404,Atendimento,Demora,1
survey-demo,B0405,Atendimento,Demora,1
survey-demo,B0406,Atendimento,Demora,1
survey-demo,B0406,Comunicação,Retorno,1
survey-demo,B0407,Atendimento,Demora,1
survey-demo,B0407,Comunicação,Retorno,1
survey-demo,B0408,Atendimento,Demora,2
survey-demo,B0409,Atendimento,Demora,1
survey-demo,B0409,Comunicação,Retorno,1
survey-demo,B0409,Processo,Agendamento,1
survey-demo,B0410,Atendimento,Demora,1
survey-demo,B0411,Atendimento,Demora,1
survey-demo,B0412,Atendimento,Demora,1
survey-demo,B0412,Comunicação,Retorno,1
survey-demo,B0413,Atendimento,Demora,1
survey-demo,B0413,Comunicação,Retorno,1
survey-demo,B0413,Processo,Agendamento,1
survey-demo,B0414,Atendimento,Demora,1
survey-demo,B0414,Comunicação,Retorno,1
survey-demo,B0415,Atendimento,Demora,1
survey-demo,B0415,Comunicação,Retorno,1
survey-demo,B0416,Atendimento,Demora,2
survey-demo,B0418,Atendimento,Cordialidade,1
survey-demo,B0418,Atendimento,Demora,1
survey-demo,B0418,Comunicação,Retorno,1
survey-demo,B0418,Processo,Agendamento,1
survey-demo,B0419,Atendimento,Demora,1
survey-demo,B0421,Atendimento,Demora,1
survey-demo,B0421,Comunicação,Retorno,1
survey-demo,B0422,Atendimento,Demora,1
survey-demo,B0422,Comunicação,Retorno,1
survey-demo,B0423,Atendimento,Demora,1
survey-demo,B0423,Comunicação,Retorno,1
survey-demo,B0424,Atendimento,Demora,2
survey-demo,B0425,Atendimento,Demora,1
survey-demo,B0425,Comunicação,Retorno,1
survey-demo,B0426,Atendimento,Demora,1
survey-demo,B0426,Comunicação,Retorno,1
survey-demo,B0427,Atendimento,Demora,1
survey-demo,B0428,Atendimento,Demora,1
survey-demo,B0428,Comunicação,Retorno,1
survey-demo,B0430,Atendimento,Demora,1
survey-demo,B0430,Comunicação,Retorno,1
survey-demo,B0431,Atendimento,Demora,1
survey-demo,B0431,Comunicação,Retorno,1
survey-demo,B0432,Atendimento,Demora,2
survey-demo,B0433,Atendimento,Demora,1
survey-demo,B0433,Comunicação,Retorno,1
survey-demo,B0434,Atendimento,Demora,1
survey-demo,B0434,Comunicação,Retorno,1
survey-demo,B0435,Atendimento,Cordialidade,1
survey-demo,B0435,Atendimento,Demora,1
survey-demo,B0435,Comunicação,Retorno,1
survey-demo,B0435,Processo,Agendamento,1
survey-demo,B0437,Atendimento,Cordialidade,1
survey-demo,B0437,Atendimento,Demora,1
survey-demo,B0437,Comunicação,Retorno,1
survey-demo,B0437,Processo,Agendamento,1
survey-demo,B0439,Atendimento,Demora,1
survey-demo,B0439,Comunicação,Retorno,1
survey-demo,B0439,Processo,Agendamento,1
survey-demo,B0440,Atendimento,Demora,2
survey-demo,B0441,Atendimento,Demora,1
survey-demo,B0441,Comunicação,Retorno,1
survey-demo,B0442,Atendimento,Demora,1
survey-demo,B0442,Comunicação,Retorno,1
survey-demo,B0443,Atendimento,Demora,1
survey-demo,B0443,Comunicação,Retorno,1
survey-demo,B0444,Atendimento,Demora,1
survey-demo,B0444,Comunicação,Retorno,1
survey-demo,B0444,Processo,Agendamento,1
survey-demo,B0445,Atendimento,Demora,1
survey-demo,B0445,Comunicação,Retorno,1
survey-demo,B0446,Atendimento,Demora,1
survey-demo,B0446,Comunicação,Retorno,1
survey-demo,B0447,Atendimento,Demora,1
survey-demo,B0447,Comunicação,Retorno,1
survey-demo,B0447,Processo,Agendamento,1
survey-demo,B0448,Atendimento,Demora,2
survey-demo,B0449,Atendimento,Demora,1
survey-demo,B0449,Comunicação,Retorno,1
survey-demo,B0450,Atendimento,Demora,1
survey-demo,B0450,Comunicação,Retorno,1
survey-demo,B0451,Atendimento,Cordialidade,1
survey-demo,B0451,Atendimento,Demora,1
survey-demo,B0451,Comunicação,Retorno,1
survey-demo,B0451,Processo,Agendamento,1
survey-demo,B0452,Atendimento,Demora,1
survey-demo,B0452,Comunicação,Retorno,1
survey-demo,B0452,Processo,Agendamento,1
survey-demo,B0453,Atendimento,Demora,1
survey-demo,B0454,Atendimento,Demora,1
survey-demo,B0454,Comunicação,Retorno,1
survey-demo,B0456,Atendimento,Demora,2
survey-demo,B0457,Atendimento,Demora,1
survey-demo,B0457,Comunicação,Retorno,1
survey-demo,B0458,Atendimento,Demora,1
survey-demo,B0458,Comunicação,Retorno,1
survey-demo,B0459,Atendimento,Demora,1
survey-demo,B0459,Comunicação,Retorno,1
survey-demo,B0460,Atendimento,Demora,1
survey-demo,B0461,Atendimento,Demora,1
survey-demo,B0461,Comunicação,Retorno,1
survey-demo,B0462,Atendimento,Demora,1
survey-demo,B0462,Comunicação,Retorno,1
survey-demo,B0462,Processo,Agendamento,1
survey-demo,B0463,Atendimento,Demora,1
survey-demo,B0464,Atendimento,Demora,2
survey-demo,B0465,Atendimento,Demora,1
survey-demo,B0465,Comunicação,Retorno,1
survey-demo,B0465,Processo,Agendamento,1
survey-demo,B0466,Atendimento,Demora,1
survey-demo,B0466,Comunicação,Retorno,1
survey-demo,B0467,Atendimento,Demora,1
survey-demo,B0467,Comunicação,Retorno,1
survey-demo,B0468,Atendimento,Demora,1
survey-demo,B0468,Comunicação,Retorno,1
survey-demo,B0469,Atendimento,Demora,1
survey-demo,B0469,Comunicação,Retorno,1
survey-demo,B0469,Processo,Agendamento,1
survey-demo,B0470,Atendimento,Demora,1
survey-demo,B0470,Comunicação,Retorno,1
survey-demo,B0471,Atendimento,Cordialidade,1
survey-demo,B0471,Atendimento,Demora,1
survey-demo,B0471,Comunicação,Retorno,1
survey-demo,B0471,Processo,Agendamento,1
survey-demo,B0473,Atendimento,Demora,1
survey-demo,B0473,Comunicação,Retorno,1
survey-demo,B0474,Atendimento,Demora,1
survey-demo,B0475,Atendimento,Cordialidade,1
survey-demo,B0475,Atendimento,Demora,1
survey-demo,B0475,Comunicação,Retorno,1
survey-demo,B0475,Processo,Agendamento,1
survey-demo,B0477,Atendimento,Cordialidade,1
survey-demo,B0477,Atendimento,Demora,1
survey-demo,B0477,Comunicação,Retorno,1
survey-demo,B0477,Processo,Agendamento,1
survey-demo,B0478,Atendimento,Cordialidade,1
survey-demo,B0478,Atendimento,Demora,1
survey-demo,B0478,Comunicação,Retorno,1
survey-demo,B0478,Processo,Agendamento,1
survey-demo,B0479,Atendimento,Demora,1
survey-demo,B0479,Comunicação,Retorno,1
survey-demo,B0479,Processo,Agendamento,1
survey-demo,B0480,Atendimento,Demora,2
survey-demo,B0481,Atendimento,Cordialidade,1
survey-demo,B0481,Atendimento,Demora,1
survey-demo,B0481,Comunicação,Retorno,1
survey-demo,B0481,Processo,Agendamento,1
survey-demo,B0482,Atendimento,Demora,1
survey-demo,B0482,Comunicação,Retorno,1
survey-demo,B0482,Processo,Agendamento,1
survey-demo,B0483,Atendimento,Demora,1
survey-demo,B0483,Comunicação,Retorno,1
survey-demo,B0484,Atendimento,Cordialidade,1
survey-demo,B0484,Atendimento,Demora,1
survey-demo,B0484,Comunicação,Retorno,1
survey-demo,B0484,Processo,Agendamento,1
survey-demo,B0486,Atendimento,Demora,1
survey-demo,B0486,Comunicação,Retorno,1
survey-demo,B0486,Processo,Agendamento,1
survey-demo,B0487,Atendimento,Cordialidade,1
survey-demo,B0487,Atendimento,Demora,1
survey-demo,B0487,Comunicação,Retorno,1
survey-demo,B0487,Processo,Agendamento,1
survey-demo,B0490,Atendimento,Demora,1
survey-demo,B0490,Comunicação,Retorno,1
survey-demo,B0491,Atendimento,Demora,1
survey-demo,B0492,Atendimento,Demora,1
survey-demo,B0493,Atendimento,Demora,1
survey-demo,B0494,Atendimento,Demora,1
survey-demo,B0494,Comunicação,Retorno,1
survey-demo,B0494,Processo,Agendamento,1
survey-demo,B0495,Atendimento,Demora,1
survey-demo,B0495,Comunicação,Retorno,1
survey-demo,B0495,Processo,Agendamento,1
survey-demo,B0496,Atendimento,Demora,2
survey-demo,B0497,Atendimento,Demora,1
survey-demo,B0497,Comunicação,Retorno,1
survey-demo,B0497,Processo,Agendamento,1
survey-demo,B0499,Atendimento,Demora,1
survey-demo,B0499,Comunicação,Retorno,1
survey-demo,B0500,Atendimento,Demora,1
survey-demo,B0501,Atendimento,Cordialidade,1
survey-demo,B0501,Atendimento,Demora,1
survey-demo,B0501,Comunicação,Retorno,1
survey-demo,B0501,Processo,Agendamento,1
survey-demo,B0502,Atendimento,Demora,1
survey-demo,B0502,Comunicação,Retorno,1
survey-demo,B0503,Atendimento,Demora,1
survey-demo,B0503,Comunicação,Retorno,1
survey-demo,B0504,Atendimento,Demora,2
survey-demo,B0505,Atendimento,Demora,1
survey-demo,B0505,Comunicação,Retorno,1
survey-demo,B0506,Atendimento,Demora,1
survey-demo,B0506,Comunicação,Retorno,1
survey-demo,B0507,Atendimento,Demora,1
survey-demo,B0508,Atendimento,Cordialidade,1
survey-demo,B0508,Atendimento,Demora,1
survey-demo,B0508,Comunicação,Retorno,1
survey-demo,B0508,Processo,Agendamento,1
survey-demo,B0509,Atendimento,Demora,1
survey-demo,B0509,Comunicação,Retorno,1
survey-demo,B0510,Atendimento,Demora,1
survey-demo,B0510,Comunicação,Retorno,1
survey-demo,B0512,Atendimento,Demora,2
survey-demo,B0513,Atendimento,Demora,1
survey-demo,B0513,Comunicação,Retorno,1
survey-demo,B0513,Processo,Agendamento,1
survey-demo,B0515,Atendimento,Demora,1
survey-demo,B0516,Atendimento,Demora,1
survey-demo,B0516,Comunicação,Retorno,1
survey-demo,B0516,Processo,Agendamento,1
survey-demo,B0517,Atendimento,Demora,1
survey-demo,B0517,Comunicação,Retorno,1
survey-demo,B0519,Atendimento,Demora,1
survey-demo,B0520,Atendimento,Demora,2
survey-demo,B0521,Atendimento,Cordialidade,1
survey-demo,B0521,Atendimento,Demora,1
survey-demo,B0521,Comunicação,Retorno,1
survey-demo,B0521,Processo,Agendamento,1
survey-demo,B0522,Atendimento,Demora,1
survey-demo,B0522,Comunicação,Retorno,1
survey-demo,B0522,Processo,Agendamento,1
survey-demo,B0524,Atendimento,Demora,1
survey-demo,B0524,Comunicação,Retorno,1
survey-demo,B0524,Processo,Agendamento,1
survey-demo,B0525,Atendimento,Demora,1
survey-demo,B0525,Comunicação,Retorno,1
survey-demo,B0525,Processo,Agendamento,1
survey-demo,B0526,Atendimento,Demora,1
survey-demo,B0526,Comunicação,Retorno,1
survey-demo,B0527,Atendimento,Demora,1
survey-demo,B0528,Atendimento,Demora,2
survey-demo,B0529,Atendimento,Demora,1
survey-demo,B0529,Comunicação,Retorno,1
survey-demo,B0529,Processo,Agendamento,1
survey-demo,B0530,Atendimento,Demora,1
survey-demo,B0530,Comunicação,Retorno,1
survey-demo,B0531,Atendimento,Demora,1
survey-demo,B0531,Comunicação,Retorno,1
survey-demo,B0532,Atendimento,Cordialidade,1
survey-demo,B0532,Atendimento,Demora,1
survey-demo,B0532,Comunicação,Retorno,1
survey-demo,B0532,Processo,Agendamento,1
survey-demo,B0534,Atendimento,Demora,1
survey-demo,B0534,Comunicação,Retorno,1
survey-demo,B0534,Processo,Agendamento,1
survey-demo,B0535,Atendimento,Demora,1
survey-demo,B0535,Comunicação,Retorno,1
survey-demo,B0536,Atendimento,Demora,2
survey-demo,B0538,Atendimento,Cordialidade,1
survey-demo,B0538,Atendimento,Demora,1
survey-demo,B0538,Comunicação,Retorno,1
survey-demo,B0538,Processo,Agendamento,1
survey-demo,B0539,Atendimento,Demora,1
survey-demo,B0540,Atendimento,Demora,1
survey-demo,B0540,Comunicação,Retorno,1
survey-demo,B0540,Processo,Agendamento,1
survey-demo,B0541,Atendimento,Demora,1
survey-demo,B0541,Comunicação,Retorno,1
survey-demo,B0541,Processo,Agendamento,1
survey-demo,B0542,Atendimento,Demora,1
survey-demo,B0542,Comunicação,Retorno,1
survey-demo,B0542,Processo,Agendamento,1
survey-demo,B0544,Atendimento,Demora,2
survey-demo,B0545,Atendimento,Demora,1
survey-demo,B0545,Comunicação,Retorno,1
survey-demo,B0545,Processo,Agendamento,1
survey-demo,B0546,Atendimento,Cordialidade,1
survey-demo,B0546,Atendimento,Demora,1
survey-demo,B0546,Comunicação,Retorno,1
survey-demo,B0546,Processo,Agendamento,1
survey-demo,B0547,Atendimento,Demora,1
survey-demo,B0548,Atendimento,Demora,1
survey-demo,B0548,Comunicação,Retorno,1
survey-demo,B0549,Atendimento,Demora,1
survey-demo,B0549,Comunicação,Retorno,1
survey-demo,B0549,Processo,Agendamento,1
survey-demo,B0550,Atendimento,Demora,1
survey-demo,B0551,Atendimento,Cordialidade,1
survey-demo,B0551,Atendimento,Demora,1
survey-demo,B0551,Comunicação,Retorno,1
survey-demo,B0551,Processo,Agendamento,1
survey-demo,B0554,Atendimento,Demora,1
survey-demo,B0554,Comunicação,Retorno,1
survey-demo,B0554,Processo,Agendamento,1
survey-demo,B0555,Atendimento,Demora,1
survey-demo,B0555,Comunicação,Retorno,1
survey-demo,B0556,Atendimento,Demora,1
survey-demo,B0556,Comunicação,Retorno,1
survey-demo,B0558,Atendimento,Demora,1
survey-demo,B0559,Atendimento,Demora,1
survey-demo,B0559,Comunicação,Retorno,1
survey-demo,B0560,Atendimento,Demora,2
survey-demo,B0561,Atendimento,Demora,1
survey-demo,B0561,Comunicação,Retorno,1
survey-demo,B0561,Processo,Agendamento,1
survey-demo,B0562,Atendimento,Demora,1
survey-demo,B0562,Comunicação,Retorno,1
survey-demo,B0562,Processo,Agendamento,1
survey-demo,B0563,Atendimento,Demora,1
survey-demo,B0563,Comunicação,Retorno,1
survey-demo,B0564,Atendimento,Demora,1
survey-demo,B0564,Comunicação,Retorno,1
survey-demo,B0565,Atendimento,Demora,1
survey-demo,B0566,Atendimento,Demora,1
survey-demo,B0567,Atendimento,Cordialidade,1
survey-demo,B0567,Atendimento,Demora,1
survey-demo,B0567,Comunicação,Retorno,1
survey-demo,B0567,Processo,Agendamento,1
survey-demo,B0568,Atendimento,Demora,2
survey-demo,B0569,Atendimento,Demora,1
survey-demo,B0569,Comunicação,Retorno,1
survey-demo,B0569,Processo,Agendamento,1
survey-demo,B0570,Atendimento,Cordialidade,1
survey-demo,B0570,Atendimento,Demora,1
survey-demo,B0570,Comunicação,Retorno,1
survey-demo,B0570,Processo,Agendamento,1
survey-demo,B0571,Atendimento,Demora,1
survey-demo,B0571,Comunicação,Retorno,1
survey-demo,B0572,Atendimento,Cordialidade,1
survey-demo,B0572,Atendimento,Demora,1
survey-demo,B0572,Comunicação,Retorno,1
survey-demo,B0572,Processo,Agendamento,1
survey-demo,B0573,Atendimento,Cordialidade,1
survey-demo,B0573,Atendimento,Demora,1
survey-demo,B0573,Comunicação,Retorno,1
survey-demo,B0573,Processo,Agendamento,1
survey-demo,B0574,Atendimento,Demora,1
survey-demo,B0574,Comunicação,Retorno,1
survey-demo,B0576,Atendimento,Demora,2
survey-demo,B0577,Atendimento,Demora,1
survey-demo,B0578,Atendimento,Demora,1
survey-demo,B0579,Atendimento,Demora,1
survey-demo,B0580,Atendimento,Demora,1
survey-demo,B0580,Comunicação,Retorno,1
survey-demo,B0580,Processo,Agendamento,1
survey-demo,B0581,Atendimento,Demora,1
survey-demo,B0581,Comunicação,Retorno,1
survey-demo,B0581,Processo,Agendamento,1
survey-demo,B0583,Atendimento,Demora,1
survey-demo,B0583,Comunicação,Retorno,1
survey-demo,B0584,Atendimento,Demora,2
survey-demo,B0585,Atendimento,Demora,1
survey-demo,B0585,Comunicação,Retorno,1
survey-demo,B0585,Processo,Agendamento,1
survey-demo,B0586,Atendimento,Cordialidade,1
survey-demo,B0586,Atendimento,Demora,1
survey-demo,B0586,Comunicação,Retorno,1
survey-demo,B0586,Processo,Agendamento,1
survey-demo,B0587,Atendimento,Cordialidade,1
survey-demo,B0587,Atendimento,Demora,1
survey-demo,B0587,Comunicação,Retorno,1
survey-demo,B0587,Processo,Agendamento,1
survey-demo,B0588,Atendimento,Demora,1
survey-demo,B0588,Comunicação,Retorno,1
survey-demo,B0589,Atendimento,Demora,1
survey-demo,B0590,Atendimento,Demora,1
survey-demo,B0592,Atendimento,Demora,2
survey-demo,B0593,Atendimento,Demora,1
survey-demo,B0594,Atendimento,Demora,1
survey-demo,B0594,Comunicação,Retorno,1
survey-demo,B0594,Processo,Agendamento,1
survey-demo,B0595,Atendimento,Cordialidade,1
survey-demo,B0595,Atendimento,Demora,1
survey-demo,B0595,Comunicação,Retorno,1
survey-demo,B0595,Processo,Agendamento,1
survey-demo,B0596,Atendimento,Cordialidade,1
survey-demo,B0596,Atendimento,Demora,1
survey-demo,B0596,Comunicação,Retorno,1
survey-demo,B0596,Processo,Agendamento,1
survey-demo,B0597,Atendimento,Demora,1
survey-demo,B0597,Comunicação,Retorno,1
survey-demo,B0597,Processo,Agendamento,1
survey-demo,B0598,Atendimento,Demora,1
survey-demo,B0599,Atendimento,Demora,1
survey-demo,B0599,Comunicação,Retorno,1
survey-demo,B0600,Atendimento,Demora,2
survey-demo,B0601,Atendimento,Demora,1
survey-demo,B0601,Comunicação,Retorno,1
survey-demo,B0602,Atendimento,Demora,1
survey-demo,B0602,Comunicação,Retorno,1
survey-demo,B0602,Processo,Agendamento,1
survey-demo,B0603,Atendimento,Demora,1
survey-demo,B0604,Atendimento,Cordialidade,1
survey-demo,B0604,Atendimento,Demora,1
survey-demo,B0604,Comunicação,Retorno,1
survey-demo,B0604,Processo,Agendamento,1
survey-demo,B0605,Atendimento,Cordialidade,1
survey-demo,B0605,Atendimento,Demora,1
survey-demo,B0605,Comunicação,Retorno,1
survey-demo,B0605,Processo,Agendamento,1
survey-demo,B0606,Atendimento,Cordialidade,1
survey-demo,B0606,Atendimento,Demora,1
survey-demo,B0606,Comunicação,Retorno,1
survey-demo,B0606,Processo,Agendamento,1
survey-demo,B0607,Atendimento,Demora,1
survey-demo,B0607,Comunicação,Retorno,1
survey-demo,B0608,Atendimento,Demora,2
survey-demo,B0609,Atendimento,Cordialidade,1
survey-demo,B0609,Atendimento,Demora,1
survey-demo,B0609,Comunicação,Retorno,1
survey-demo,B0609,Processo,Agendamento,1
survey-demo,B0610,Atendimento,Demora,1
survey-demo,B0610,Comunicação,Retorno,1
survey-demo,B0610,Processo,Agendamento,1
survey-demo,B0611,Atendimento,Demora,1
survey-demo,B0612,Atendimento,Demora,1
survey-demo,B0612,Comunicação,Retorno,1
survey-demo,B0613,Atendimento,Demora,1
survey-demo,B0613,Comunicação,Retorno,1
survey-demo,B0614,Atendimento,Demora,1
survey-demo,B0614,Comunicação,Retorno,1
survey-demo,B0615,Atendimento,Demora,1
survey-demo,B0615,Comunicação,Retorno,1
survey-demo,B0615,Processo,Agendamento,1
survey-demo,B0616,Atendimento,Demora,2
