survey_id,response_id,customer_id,source_version,updated_at,answered_at,created_at,metric,score,journey_stage,feedback,event_id,payload_hash,quality_status
survey-demo,B0218,customer-0109,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0218-v1,c36f0d476b4c6e4d487d575af63a61bd7a7dd093a6e2a0eeed6e645e19beaba2,ok
survey-demo,B0219,customer-0109,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,renewal,Comentário inteiramente sintético.,event-B0219-v1,35638234f03f55b748eef480e3c9fe85b0c60d94e95137469f11436d342cf2d8,ok
survey-demo,B0220,customer-0110,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,onboarding,Comentário inteiramente sintético.,event-B0220-v1,0ffac176e8f45e4843af8a9df824629d19b18444f3bb7b3d8a18556de5acbfa9,ok
survey-demo,B0221,customer-0110,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,service,Comentário inteiramente sintético.,event-B0221-v1,4c90b8f7062bdbab079a241aae60837c4e5d3a7809f66c4e48ed5e63ba545d1e,ok
survey-demo,B0222,customer-0111,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,support,Comentário inteiramente sintético.,event-B0222-v1,a56f934d14aec026623cc4873563ee879277f3a4a96f20c248d539491e7ac14c,ok
survey-demo,B0223,customer-0111,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,renewal,Comentário inteiramente sintético.,event-B0223-v1,e04d6748424a815e17d978a611e2d4019a0acdc81ab59da54acff583d8065247,ok
survey-demo,B0224,customer-0112,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,onboarding,Comentário inteiramente sintético.,event-B0224-v2,eefde7b6e8f6cf1c9b1f97f3ee7420f7ec48b008bdf791630c59e1768907712d,ok
survey-demo,B0225,customer-0112,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0225-v1,70c03a8bddd28ab755f213f83788fa1b12fe0215f7432f49fe76ea7c53a59fbd,ok
survey-demo,B0226,customer-0113,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,support,Comentário inteiramente sintético.,event-B0226-v1,5704072bbdb2fd9193dda2f9ddad7cf254da56266e4b68855d93b1d1d8d5e4a6,ok
survey-demo,B0227,customer-0113,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,renewal,Comentário inteiramente sintético.,event-B0227-v1,9908e64c58e72e5aebd37dad914edadd31a229a63270583f887c9a0bf2226060,ok
survey-demo,B0228,customer-0114,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,onboarding,Comentário inteiramente sintético.,event-B0228-v1,43dec7187ede4b99ccaf7cf16b1d839f93d11182e3488a049d0b07039113b552,ok
survey-demo,B0229,customer-0114,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,service,Comentário inteiramente sintético.,event-B0229-v1,e9e9e1681485f75f5d0cf818e44bd7fe892f40a83bfa1455971abd203b71887d,ok
survey-demo,B0230,customer-0115,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,support,Comentário inteiramente sintético.,event-B0230-v1,7d4ad3762331e4e67502119acf8f467643170a685724feed4f64ee4d8584bb0a,ok
survey-demo,B0231,customer-0115,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,renewal,Comentário inteiramente sintético.,event-B0231-v1,451374f78424dac98ae4f4a703bf04e8d53598e2f8cb052051cf04f81b418b32,ok
survey-demo,B0232,customer-0116,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,onboarding,Comentário inteiramente sintético.,event-B0232-v2,a564da209282cd373bec4f1ead6742fd9301e7d1c38af51e93df5f275dabdc58,ok
survey-demo,B0233,customer-0116,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,service,Comentário inteiramente sintético.,event-B0233-v1,30e4e450c4b955838e37410b941d2e068ffae9bd46d1a36eab39ed9830e69ffa,ok
survey-demo,B0234,customer-0117,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,support,Comentário inteiramente sintético.,event-B0234-v1,e08b06314a0a07848f85309205ff9969ebdc795134d63cbccada45264c9f286d,ok
survey-demo,B0235,customer-0117,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,renewal,Comentário inteiramente sintético.,event-B0235-v1,40a450a597b7665733edb3681aeaf5f581ac05050aabc42a6a6e58e463eccdd1,ok
survey-demo,B0236,customer-0118,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,onboarding,Comentário inteiramente sintético.,event-B0236-v1,bc26187047ceb65be5d27318f70826ddf64c6830dc86a4276e608f5359e08ec8,ok
survey-demo,B0237,customer-0118,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,service,Comentário inteiramente sintético.,event-B0237-v1,f4f3c0bdd240866a2a956404c1d3b1eb4123640c80ef775587edd4b57cb57595,ok
survey-demo,B0238,customer-0119,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0238-v1,cb664903266ea58c738cd208cb7f572e07f8c1434e50136708787476ef6eff21,ok
survey-demo,B0239,customer-0119,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,renewal,Comentário inteiramente sintético.,event-B0239-v1,4432349a49f76d37bf5a951fd00b69e2c786681e34c51244a5490013ac11eabe,ok
survey-demo,B0240,customer-0120,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,onboarding,Comentário inteiramente sintético.,event-B0240-v2,d11ac2634f0a8c1692a9c8d4e489d87045e557a16fe0443b12208f1e0f8d1957,has_rejected_history
survey-demo,B0241,customer-0120,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0241-v1,1d651a970cc69f9c660bbd285b2b70578cdce32ff899c3f2c0eafc3b7ac780bb,ok
survey-demo,B0242,customer-0121,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,support,Comentário inteiramente sintético.,event-B0242-v1,e8591e7ebe18cb37d7b6e5f04c9da4ae86e25ac41908e1243b0a88a67c434476,ok
survey-demo,B0243,customer-0121,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,renewal,Comentário inteiramente sintético.,event-B0243-v1,06dc3b5d9b27ad9d5de7035315204d990e6024e447eaa656f77e1ca23272a3ff,ok
survey-demo,B0244,customer-0122,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,onboarding,Comentário inteiramente sintético.,event-B0244-v1,42334cb1ff12644955393015790be3f5b490e298af0351ef875dc4bb0954a7a2,ok
survey-demo,B0245,customer-0122,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,service,Comentário inteiramente sintético.,event-B0245-v1,2f2697edadd5879cd3351bbf14d9122885ecaba1e1f814817bee461aedce43bc,ok
survey-demo,B0246,customer-0123,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,support,Comentário inteiramente sintético.,event-B0246-v1,6586d899ca27bb37b2d91854ffe338c98c84b39a12012938e0c6afc05887fabb,ok
survey-demo,B0247,customer-0123,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,renewal,Comentário inteiramente sintético.,event-B0247-v1,5533a4161bc7ba4b02999c489abc399b3dd5730ae49a803ce73285a35c214969,ok
survey-demo,B0248,customer-0124,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,onboarding,Comentário inteiramente sintético.,event-B0248-v2,f8b82cd69d91cf32bd0783abcfbe67ad6935d06e2d6a345ea54395a1633873d8,ok
survey-demo,B0249,customer-0124,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0249-v1,0e66762f7a940bd970a2762a3e1b8781644bf838db9f03865adb6fd4bace4d8a,ok
survey-demo,B0250,customer-0125,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,support,Comentário inteiramente sintético.,event-B0250-v1,3f8e0be49c3a7ec39902c6f0b7656b57422478807f3964faaad11e3d3a5e779f,ok
survey-demo,B0251,customer-0125,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,renewal,Comentário inteiramente sintético.,event-B0251-v1,7c6a4c5b748fc1e7b7631aa8613afda92f1c4d76b5cd874fc2000911ed3735c2,ok
survey-demo,B0252,customer-0126,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,onboarding,Comentário inteiramente sintético.,event-B0252-v1,5a7ecd06097b1a76f873d51018fb83fdfb3352dc83f2e12e5b97333a9cb4052b,ok
survey-demo,B0253,customer-0126,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,service,Comentário inteiramente sintético.,event-B0253-v1,d03c5cc7df7eef5327efc0dcfa9ecc2674fc213f79ba9f69ae4c46cc7a7541cb,ok
survey-demo,B0254,customer-0127,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,support,Comentário inteiramente sintético.,event-B0254-v1,5f396c6102a083743cd2c080856d13f140b1ed18f1f7811db0799796997efaf2,ok
survey-demo,B0255,customer-0127,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,renewal,Comentário inteiramente sintético.,event-B0255-v1,c082922e80533912eb7decd35f53f2d3b5738f27c833901fe07358f276fa407a,ok
survey-demo,B0256,customer-0128,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,onboarding,Comentário inteiramente sintético.,event-B0256-v2,0b316f7ebadd26bb3fa8b6d264a9be363595a1cbe1a872493b4ef305639fde7b,ok
survey-demo,B0257,customer-0128,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,service,Comentário inteiramente sintético.,event-B0257-v1,e053d99143ff6be6e1be86d69ba54e3948fb7795b7fa02506c64d774e3ee4c43,ok
survey-demo,B0258,customer-0129,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0258-v1,9f608813664ba307aef0c02bd35279c1613a68c90ef09ee902b6141ac680f549,ok
survey-demo,B0259,customer-0129,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,renewal,Comentário inteiramente sintético.,event-B0259-v1,74f6825b46870a8c2fe549d4b068683b0a13350afb080011e7ebd62970ee3da5,ok
survey-demo,B0260,customer-0130,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,onboarding,Comentário inteiramente sintético.,event-B0260-v1,d11253f613651f643b771020b2497187269f7bbfddd2373e3dbd61f12a481d2f,ok
survey-demo,B0261,customer-0130,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,service,Comentário inteiramente sintético.,event-B0261-v1,64e9436972d3d4845a9d7cd8b65fd43f48040d6fe04294f0f60b67c39d7d215c,ok
survey-demo,B0262,customer-0131,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0262-v1,74448a37eb64d885830c036e3c456a8a8873cf413bdf4b62a18d1c359cddd032,ok
survey-demo,B0263,customer-0131,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,renewal,Comentário inteiramente sintético.,event-B0263-v1,b04fd4a269d3a15b66a5017e436596ea782fd6e30bcf49ba4b5b05a0b3f58a7e,ok
survey-demo,B0264,customer-0132,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,onboarding,Comentário inteiramente sintético.,event-B0264-v2,8dddc06c9bb670a074219a4c035cb8785e892e7c2f18bbe556b6a3c2f2c91f16,ok
survey-demo,B0265,customer-0132,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,service,Comentário inteiramente sintético.,event-B0265-v1,f99310e845e8cfbbd82d40298de94640cd28eba92a7339fb9128d774950e9b5f,ok
survey-demo,B0266,customer-0133,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,support,Comentário inteiramente sintético.,event-B0266-v1,dceb05dd0e2dc96563eb8e57de74d1f3aa690f70567b47f9d7b39b710bbf3072,ok
survey-demo,B0267,customer-0133,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,renewal,Comentário inteiramente sintético.,event-B0267-v1,eff06305286826b932d0f03267d3cd5e22c2c63047c33a64f9fa52188db38c9d,ok
survey-demo,B0268,customer-0134,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,onboarding,Comentário inteiramente sintético.,event-B0268-v1,b0a337963cb54b5a60603b21a8252474376ed56023653ee955ea8c2369221817,ok
survey-demo,B0269,customer-0134,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0269-v1,6ab7fb05f197d5c61e02d8f1d5f0231d7925b8ebabcabc24e2b1f0bf0dcbbbd9,ok
survey-demo,B0270,customer-0135,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,support,Comentário inteiramente sintético.,event-B0270-v1,fe693398096cc689af6cb975031dbb108c7e787bce91da3aaff98298fa1d11b4,ok
survey-demo,B0271,customer-0135,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0271-v1,199d901127a59bfb549945a1903c4c848ae8be38cb31894d73161a4d7aff33af,ok
survey-demo,B0272,customer-0136,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,onboarding,Comentário inteiramente sintético.,event-B0272-v2,41b42540906f6a2b9e72048185c924c2e59f13087a2773a99cd25d8c12db128a,ok
survey-demo,B0273,customer-0136,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,service,Comentário inteiramente sintético.,event-B0273-v1,0bac3984d9db3e126a400b1d7849155f19249737380161e093a4e254bdd8d83b,ok
survey-demo,B0274,customer-0137,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,support,Comentário inteiramente sintético.,event-B0274-v1,541aeb2c9974d33832d45552ca676a4b4799f19dbef0c1b6b839e9b850cd46d3,ok
survey-demo,B0275,customer-0137,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,renewal,Comentário inteiramente sintético.,event-B0275-v1,e50187ebbb325d05466ea0d6e87a87e1c3961dcef8cf7e2aa5e2af66c3af074f,ok
survey-demo,B0276,customer-0138,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,onboarding,Comentário inteiramente sintético.,event-B0276-v1,bc761e19e894d987f5e5fae457e3a59bd8fdb8ae1638b9fbfbe54a9bbdf2291f,ok
survey-demo,B0277,customer-0138,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0277-v1,bd0c2ee4fffaf2835ee425bfbb2e502a1434fa6c267c37768553c5e459cd011f,ok
survey-demo,B0278,customer-0139,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,support,Comentário inteiramente sintético.,event-B0278-v1,c0edfe82de0ddd06eff4a1e9eb9f4245813543d0d0b7630458890493ffae6b27,ok
survey-demo,B0279,customer-0139,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,renewal,Comentário inteiramente sintético.,event-B0279-v1,6a796e17fc09473382a12c8fbcd05d1f96ce3b7f4fb61d0ac4c0b8e494d5a056,ok
survey-demo,B0280,customer-0140,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,onboarding,Comentário inteiramente sintético.,event-B0280-v2,2407923fff49eea954ff07a97eda12d49bba90f436bc255685ada0884453720e,ok
survey-demo,B0281,customer-0140,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,service,Comentário inteiramente sintético.,event-B0281-v1,a47891da3307195db5dce84d160a297db0a5f95a7755bb309c7274aa3715fb06,ok
survey-demo,B0282,customer-0141,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,support,Comentário inteiramente sintético.,event-B0282-v1,d018cbba25984edde7dc4d19a22edb801a2b3f77cb5e2eca940eeb89c7af3f56,ok
survey-demo,B0283,customer-0141,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,renewal,Comentário inteiramente sintético.,event-B0283-v1,927cae3424f4a6f82d9b686b2da292e16705970e34d1eb3d138e658b431bbf65,ok
survey-demo,B0284,customer-0142,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,onboarding,Comentário inteiramente sintético.,event-B0284-v1,b47fd3ba500c1acc9d4b99c5dc5a747aee90e2f63aa1d6f6dbf61dc24e0bb41f,ok
survey-demo,B0285,customer-0142,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0285-v1,28ceed477a74a922723ec781c23cfd86b0b747a8dcbbc3704c38f8debf2afd01,ok
survey-demo,B0286,customer-0143,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,support,Comentário inteiramente sintético.,event-B0286-v1,b9e2ce0ef2e60e9b899038010c47adc85e56c2b240e8e4963886478df9b48877,ok
survey-demo,B0287,customer-0143,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,renewal,Comentário inteiramente sintético.,event-B0287-v1,cca4421b82062eae46663b08e7c1fd07a5e816ab64a34b5fc21171b4eee6e97c,ok
survey-demo,B0288,customer-0144,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,onboarding,Comentário inteiramente sintético.,event-B0288-v2,03bff4b6867e1585e4bc19fc4ca6b8c9cf7d2f86b88ab63fbd648ae84c983d83,ok
survey-demo,B0289,customer-0144,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,service,Comentário inteiramente sintético.,event-B0289-v1,3582e17986051f5b24685b08058458d6a5d2e7abd3ba1d91b43575fafaafd812,ok
survey-demo,B0290,customer-0145,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,support,Comentário inteiramente sintético.,event-B0290-v1,50273beb09eaf8f564e6ac9139a2d0d6b60f84922655102835aec0bd88dfebe8,ok
survey-demo,B0291,customer-0145,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,renewal,Comentário inteiramente sintético.,event-B0291-v1,7f642449c70430863857d40cce8657c75d0ed8fa3a64e9b097f8080e415f5642,ok
survey-demo,B0292,customer-0146,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,onboarding,Comentário inteiramente sintético.,event-B0292-v1,0b717af957f5883ec289ddf613882f7dda1657094f66f37125872fcf2c2b2cc5,ok
survey-demo,B0293,customer-0146,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,service,Comentário inteiramente sintético.,event-B0293-v1,d173fae91bae75d0993335c511f49aae042da56f852d954b619f5d4830ada3f2,ok
survey-demo,B0294,customer-0147,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,support,Comentário inteiramente sintético.,event-B0294-v1,743aa0a99ada11ebf90942a5f89f6bd2d63feb892a6c4e302b603d9c9a921714,ok
survey-demo,B0295,customer-0147,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0295-v1,af8aea87c7124998e762b1b3dca350069d30bd16165c95ed5bb69ba61305fa9f,ok
survey-demo,B0296,customer-0148,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,onboarding,Comentário inteiramente sintético.,event-B0296-v2,63c9d9a4e9d2b4a24fbbaaeb0726b905ee15419755dc7fa3c3b3106050e31282,ok
survey-demo,B0297,customer-0148,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,service,Comentário inteiramente sintético.,event-B0297-v1,3cb1a4308eacefdc6d3f29e63f58c49da7de457701155e4fb1bcfb776ca52ed7,ok
survey-demo,B0298,customer-0149,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,support,Comentário inteiramente sintético.,event-B0298-v1,c857c1b5404f9e15a1e9d84afb1652c5fb7f8fb6866ffec9e0bfb76a0478d9ab,ok
survey-demo,B0299,customer-0149,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,renewal,Comentário inteiramente sintético.,event-B0299-v1,3032b69da9d28b82f77ba8cb69699c6de5de20d62ec740d4a4bc9af19d8ad98d,ok
survey-demo,B0300,customer-0150,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,onboarding,Comentário inteiramente sintético.,event-B0300-v1,57f806f0fd50b8fc736538b23bc381bf1636a942cb0bc2a97b63c437dca06429,has_rejected_history
survey-demo,B0301,customer-0150,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,service,Comentário inteiramente sintético.,event-B0301-v1,f9e979cad58d3ff19892a921f589a838436797c259ef9bc5644c1a62cb7aa265,ok
survey-demo,B0302,customer-0151,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0302-v1,8730ade7e250566a2d12e2ece3ac7bfddd0e67294a98d0d3c05099c4cc2cfe00,ok
survey-demo,B0303,customer-0151,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,renewal,Comentário inteiramente sintético.,event-B0303-v1,65d3d8750b634c5976bbc5cf5a7ff4848a974734bd0c4873b20ada625a868057,ok
survey-demo,B0304,customer-0152,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,onboarding,Comentário inteiramente sintético.,event-B0304-v2,7817b8ac8fb236987264050436b7ffbf1af7ca71dfb404f273522f667293ee9d,ok
survey-demo,B0305,customer-0152,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,service,Comentário inteiramente sintético.,event-B0305-v1,c99e400f7307827dfe34ecab8867f2007d07ca99738b9e6cdc6e9249015897f7,ok
survey-demo,B0306,customer-0153,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0306-v1,89f27f1c30bc84bd49dd942c2f9dcff9c8f04a4df56c517f4042afec8af45edb,ok
survey-demo,B0307,customer-0153,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,renewal,Comentário inteiramente sintético.,event-B0307-v1,7f7a2f10959f69613a61071536131b9d0006ac84efe0a489118534a9a51ab5b5,ok
survey-demo,B0308,customer-0154,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,onboarding,Comentário inteiramente sintético.,event-B0308-v1,84b6499b9f89cc50d9b347bc37af03f4c9c650b0ed55f2a1bc1ab63d93d69556,ok
survey-demo,B0309,customer-0154,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0309-v1,93988d88affc2cfb9630a522d2e5132cc945aa0f2b74fa9de6253989dae9e9b0,ok
