survey_id,response_id,metric,score,category,subcategory,question_id
survey-demo,B0302,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0302,NPS,10,Comunicação,Retorno,q_channels
survey-demo,B0302,NPS,10,Comunicação,Retorno,q_resolution
survey-demo,B0302,NPS,10,Comunicação,Retorno,q_wait
survey-demo,B0303,CSAT,2,Atendimento,Demora,q_channels
survey-demo,B0303,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0303,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0303,CSAT,2,Comunicação,Retorno,q_channels
survey-demo,B0303,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0303,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0304,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0305,NPS,9,,,q_channels
survey-demo,B0305,NPS,9,,,q_resolution
survey-demo,B0305,NPS,9,,,q_wait
survey-demo,B0306,CSAT,5,,,q_wait
survey-demo,B0307,NPS,10,,,q_resolution
survey-demo,B0307,NPS,10,,,q_wait
survey-demo,B0308,NPS,3,Atendimento,Demora,q_channels
survey-demo,B0308,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0308,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0308,NPS,3,Comunicação,Retorno,q_channels
survey-demo,B0308,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0308,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0308,NPS,3,Processo,Agendamento,q_channels
survey-demo,B0308,NPS,3,Processo,Agendamento,q_resolution
survey-demo,B0308,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0309,CSAT,2,Atendimento,Demora,q_channels
survey-demo,B0309,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0309,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0309,CSAT,2,Comunicação,Retorno,q_channels
survey-demo,B0309,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0309,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0309,CSAT,2,Processo,Agendamento,q_channels
survey-demo,B0309,CSAT,2,Processo,Agendamento,q_resolution
survey-demo,B0309,CSAT,2,Processo,Agendamento,q_wait
survey-demo,B0310,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0310,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0310,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0310,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0310,NPS,4,Processo,Agendamento,q_resolution
survey-demo,B0310,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0311,NPS,9,,,q_resolution
survey-demo,B0311,NPS,9,,,q_wait
survey-demo,B0312,CSAT,5,,,q_wait
survey-demo,B0313,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0313,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0313,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0313,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0313,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0313,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0313,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0313,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0314,NPS,7,Atendimento,Demora,q_resolution
survey-demo,B0314,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0315,CSAT,5,Atendimento,Demora,q_channels
survey-demo,B0315,CSAT,5,Atendimento,Demora,q_resolution
survey-demo,B0315,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0315,CSAT,5,Comunicação,Retorno,q_channels
survey-demo,B0315,CSAT,5,Comunicação,Retorno,q_resolution
survey-demo,B0315,CSAT,5,Comunicação,Retorno,q_wait
survey-demo,B0316,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0316,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0316,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0316,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0316,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0316,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0317,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0317,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0318,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0318,CSAT,4,Comunicação,Retorno,q_wait
survey-demo,B0319,NPS,9,,,q_channels
survey-demo,B0319,NPS,9,,,q_resolution
survey-demo,B0319,NPS,9,,,q_wait
survey-demo,B0320,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0321,CSAT,1,Atendimento,Cordialidade,q_wait
survey-demo,B0321,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0321,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0321,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0322,NPS,7,,,
survey-demo,B0323,NPS,7,Atendimento,Demora,q_channels
survey-demo,B0323,NPS,7,Atendimento,Demora,q_resolution
survey-demo,B0323,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0324,CSAT,3,Atendimento,Demora,
survey-demo,B0324,CSAT,3,Comunicação,Retorno,
survey-demo,B0325,NPS,3,Atendimento,Cordialidade,q_resolution
survey-demo,B0325,NPS,3,Atendimento,Cordialidade,q_wait
survey-demo,B0325,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0325,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0325,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0325,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0325,NPS,3,Processo,Agendamento,q_resolution
survey-demo,B0325,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0326,NPS,2,Atendimento,Cordialidade,q_resolution
survey-demo,B0326,NPS,2,Atendimento,Cordialidade,q_wait
survey-demo,B0326,NPS,2,Atendimento,Demora,q_resolution
survey-demo,B0326,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0326,NPS,2,Comunicação,Retorno,q_resolution
survey-demo,B0326,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0326,NPS,2,Processo,Agendamento,q_resolution
survey-demo,B0326,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0327,CSAT,3,Atendimento,Demora,q_channels
survey-demo,B0327,CSAT,3,Atendimento,Demora,q_resolution
survey-demo,B0327,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0327,CSAT,3,Comunicação,Retorno,q_channels
survey-demo,B0327,CSAT,3,Comunicação,Retorno,q_resolution
survey-demo,B0327,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0327,CSAT,3,Processo,Agendamento,q_channels
survey-demo,B0327,CSAT,3,Processo,Agendamento,q_resolution
survey-demo,B0327,CSAT,3,Processo,Agendamento,q_wait
survey-demo,B0328,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0329,NPS,4,Atendimento,Cordialidade,q_wait
survey-demo,B0329,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0329,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0329,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0330,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0330,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0330,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0330,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0330,CSAT,2,Processo,Agendamento,q_resolution
survey-demo,B0330,CSAT,2,Processo,Agendamento,q_wait
survey-demo,B0331,NPS,2,Atendimento,Demora,q_resolution
survey-demo,B0331,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0331,NPS,2,Comunicação,Retorno,q_resolution
survey-demo,B0331,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0331,NPS,2,Processo,Agendamento,q_resolution
survey-demo,B0331,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0332,NPS,8,Atendimento,Demora,q_channels
survey-demo,B0332,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0332,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0332,NPS,8,Comunicação,Retorno,q_channels
survey-demo,B0332,NPS,8,Comunicação,Retorno,q_resolution
survey-demo,B0332,NPS,8,Comunicação,Retorno,q_wait
survey-demo,B0333,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0334,NPS,4,Atendimento,Demora,
survey-demo,B0334,NPS,4,Comunicação,Retorno,
survey-demo,B0334,NPS,4,Processo,Agendamento,
survey-demo,B0335,NPS,10,Atendimento,Demora,
survey-demo,B0335,NPS,10,Comunicação,Retorno,
survey-demo,B0336,CSAT,5,,,q_wait
survey-demo,B0337,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0337,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0338,NPS,3,Atendimento,Demora,
survey-demo,B0338,NPS,3,Comunicação,Retorno,
survey-demo,B0338,NPS,3,Processo,Agendamento,
survey-demo,B0339,CSAT,4,Atendimento,Demora,q_resolution
survey-demo,B0339,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0340,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0340,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0341,NPS,8,,,
survey-demo,B0342,CSAT,4,,,q_channels
survey-demo,B0342,CSAT,4,,,q_resolution
survey-demo,B0342,CSAT,4,,,q_wait
survey-demo,B0343,NPS,7,Atendimento,Demora,q_resolution
survey-demo,B0343,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0344,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0345,CSAT,2,Atendimento,Cordialidade,q_channels
survey-demo,B0345,CSAT,2,Atendimento,Cordialidade,q_resolution
survey-demo,B0345,CSAT,2,Atendimento,Cordialidade,q_wait
survey-demo,B0345,CSAT,2,Atendimento,Demora,q_channels
survey-demo,B0345,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0345,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0345,CSAT,2,Comunicação,Retorno,q_channels
survey-demo,B0345,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0345,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0345,CSAT,2,Processo,Agendamento,q_channels
survey-demo,B0345,CSAT,2,Processo,Agendamento,q_resolution
survey-demo,B0345,CSAT,2,Processo,Agendamento,q_wait
survey-demo,B0346,NPS,3,Atendimento,Cordialidade,q_channels
survey-demo,B0346,NPS,3,Atendimento,Cordialidade,q_resolution
survey-demo,B0346,NPS,3,Atendimento,Cordialidade,q_wait
survey-demo,B0346,NPS,3,Atendimento,Demora,q_channels
survey-demo,B0346,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0346,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0346,NPS,3,Comunicação,Retorno,q_channels
survey-demo,B0346,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0346,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0346,NPS,3,Processo,Agendamento,q_channels
survey-demo,B0346,NPS,3,Processo,Agendamento,q_resolution
survey-demo,B0346,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0347,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0347,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0347,NPS,8,Comunicação,Retorno,q_resolution
survey-demo,B0347,NPS,8,Comunicação,Retorno,q_wait
survey-demo,B0348,CSAT,5,,,q_wait
survey-demo,B0349,NPS,6,Atendimento,Demora,
survey-demo,B0349,NPS,6,Comunicação,Retorno,
survey-demo,B0350,NPS,4,Atendimento,Cordialidade,q_channels
survey-demo,B0350,NPS,4,Atendimento,Cordialidade,q_resolution
survey-demo,B0350,NPS,4,Atendimento,Cordialidade,q_wait
survey-demo,B0350,NPS,4,Atendimento,Demora,q_channels
survey-demo,B0350,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0350,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0350,NPS,4,Comunicação,Retorno,q_channels
survey-demo,B0350,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0350,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0350,NPS,4,Processo,Agendamento,q_channels
survey-demo,B0350,NPS,4,Processo,Agendamento,q_resolution
survey-demo,B0350,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0351,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0351,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0351,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0351,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0351,CSAT,1,Processo,Agendamento,q_resolution
survey-demo,B0351,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0352,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0353,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0353,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0353,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0353,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0353,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0353,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0354,CSAT,5,,,q_resolution
survey-demo,B0354,CSAT,5,,,q_wait
survey-demo,B0355,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0355,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0356,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0356,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0357,CSAT,5,,,
survey-demo,B0358,NPS,9,Atendimento,Demora,q_channels
survey-demo,B0358,NPS,9,Atendimento,Demora,q_resolution
survey-demo,B0358,NPS,9,Atendimento,Demora,q_wait
survey-demo,B0359,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0359,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0359,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0359,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0360,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0361,NPS,10,Atendimento,Demora,
survey-demo,B0361,NPS,10,Comunicação,Retorno,
survey-demo,B0362,NPS,4,Atendimento,Cordialidade,q_wait
survey-demo,B0362,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0362,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0362,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0363,CSAT,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0363,CSAT,1,Atendimento,Cordialidade,q_wait
survey-demo,B0363,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0363,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0363,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0363,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0363,CSAT,1,Processo,Agendamento,q_resolution
survey-demo,B0363,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0364,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0364,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0364,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0364,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0365,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0365,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0366,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0367,NPS,7,,,q_channels
survey-demo,B0367,NPS,7,,,q_resolution
survey-demo,B0367,NPS,7,,,q_wait
survey-demo,B0368,NPS,9,Atendimento,Demora,q_wait
survey-demo,B0369,CSAT,4,,,q_resolution
survey-demo,B0369,CSAT,4,,,q_wait
survey-demo,B0370,NPS,5,Atendimento,Demora,q_channels
survey-demo,B0370,NPS,5,Atendimento,Demora,q_resolution
survey-demo,B0370,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0370,NPS,5,Comunicação,Retorno,q_channels
survey-demo,B0370,NPS,5,Comunicação,Retorno,q_resolution
survey-demo,B0370,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0371,NPS,1,Atendimento,Cordialidade,q_channels
survey-demo,B0371,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0371,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0371,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0371,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0371,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0371,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0371,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0371,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0371,NPS,1,Processo,Agendamento,q_channels
survey-demo,B0371,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0371,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0372,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0373,NPS,4,Atendimento,Demora,q_channels
survey-demo,B0373,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0373,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0373,NPS,4,Comunicação,Retorno,q_channels
survey-demo,B0373,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0373,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0374,NPS,7,,,q_channels
survey-demo,B0374,NPS,7,,,q_resolution
survey-demo,B0374,NPS,7,,,q_wait
survey-demo,B0375,CSAT,3,Atendimento,Cordialidade,q_resolution
survey-demo,B0375,CSAT,3,Atendimento,Cordialidade,q_wait
survey-demo,B0375,CSAT,3,Atendimento,Demora,q_resolution
survey-demo,B0375,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0375,CSAT,3,Comunicação,Retorno,q_resolution
survey-demo,B0375,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0375,CSAT,3,Processo,Agendamento,q_resolution
survey-demo,B0375,CSAT,3,Processo,Agendamento,q_wait
survey-demo,B0376,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0377,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0377,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0377,NPS,5,Processo,Agendamento,q_wait
survey-demo,B0378,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0378,CSAT,5,Comunicação,Retorno,q_wait
survey-demo,B0379,NPS,5,Atendimento,Demora,q_channels
survey-demo,B0379,NPS,5,Atendimento,Demora,q_resolution
survey-demo,B0379,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0379,NPS,5,Comunicação,Retorno,q_channels
survey-demo,B0379,NPS,5,Comunicação,Retorno,q_resolution
survey-demo,B0379,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0379,NPS,5,Processo,Agendamento,q_channels
survey-demo,B0379,NPS,5,Processo,Agendamento,q_resolution
survey-demo,B0379,NPS,5,Processo,Agendamento,q_wait
survey-demo,B0380,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0380,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0380,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0381,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0381,CSAT,4,Comunicação,Retorno,q_wait
survey-demo,B0382,NPS,6,Atendimento,Demora,
survey-demo,B0382,NPS,6,Comunicação,Retorno,
survey-demo,B0383,NPS,3,Atendimento,Demora,q_channels
survey-demo,B0383,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0383,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0383,NPS,3,Comunicação,Retorno,q_channels
survey-demo,B0383,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0383,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0384,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0385,NPS,8,Atendimento,Demora,
survey-demo,B0385,NPS,8,Comunicação,Retorno,
survey-demo,B0386,NPS,10,Atendimento,Demora,q_resolution
survey-demo,B0386,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0386,NPS,10,Comunicação,Retorno,q_resolution
survey-demo,B0386,NPS,10,Comunicação,Retorno,q_wait
survey-demo,B0387,CSAT,1,Atendimento,Demora,q_channels
survey-demo,B0387,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0387,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0387,CSAT,1,Comunicação,Retorno,q_channels
survey-demo,B0387,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0387,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0388,NPS,6,Atendimento,Cordialidade,q_wait
survey-demo,B0388,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0388,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0388,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0389,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0389,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0389,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0389,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0389,NPS,4,Processo,Agendamento,q_resolution
survey-demo,B0389,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0390,CSAT,2,Atendimento,Demora,
survey-demo,B0390,CSAT,2,Comunicação,Retorno,
survey-demo,B0390,CSAT,2,Processo,Agendamento,
survey-demo,B0391,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0391,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0391,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0391,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0391,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0391,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0391,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0391,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0392,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0393,CSAT,3,Atendimento,Demora,q_resolution
survey-demo,B0393,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0393,CSAT,3,Comunicação,Retorno,q_resolution
survey-demo,B0393,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0394,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0394,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0394,NPS,5,Processo,Agendamento,q_wait
survey-demo,B0395,NPS,3,Atendimento,Demora,
survey-demo,B0395,NPS,3,Comunicação,Retorno,
survey-demo,B0395,NPS,3,Processo,Agendamento,
survey-demo,B0396,CSAT,5,,,q_resolution
survey-demo,B0396,CSAT,5,,,q_wait
survey-demo,B0397,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0397,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0397,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0398,NPS,0,Atendimento,Demora,q_resolution
survey-demo,B0398,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0398,NPS,0,Comunicação,Retorno,q_resolution
survey-demo,B0398,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0399,CSAT,4,Atendimento,Demora,
survey-demo,B0399,CSAT,4,Comunicação,Retorno,
survey-demo,B0400,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0401,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0401,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0402,CSAT,5,Atendimento,Demora,
survey-demo,B0403,NPS,10,Atendimento,Demora,q_resolution
survey-demo,B0403,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0403,NPS,10,Comunicação,Retorno,q_resolution
survey-demo,B0403,NPS,10,Comunicação,Retorno,q_wait
survey-demo,B0404,NPS,9,Atendimento,Demora,q_wait
survey-demo,B0405,CSAT,4,Atendimento,Demora,
survey-demo,B0406,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0406,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0406,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0406,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0406,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0406,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0407,NPS,4,Atendimento,Demora,q_channels
survey-demo,B0407,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0407,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0407,NPS,4,Comunicação,Retorno,q_channels
survey-demo,B0407,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0407,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0408,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0409,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0409,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0409,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0410,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0411,CSAT,5,Atendimento,Demora,q_resolution
survey-demo,B0411,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0412,NPS,0,Atendimento,Demora,q_resolution
survey-demo,B0412,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0412,NPS,0,Comunicação,Retorno,q_resolution
survey-demo,B0412,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0413,NPS,2,Atendimento,Demora,
survey-demo,B0413,NPS,2,Comunicação,Retorno,
survey-demo,B0413,NPS,2,Processo,Agendamento,
survey-demo,B0414,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0414,CSAT,4,Comunicação,Retorno,q_wait
survey-demo,B0415,NPS,10,Atendimento,Demora,q_resolution
survey-demo,B0415,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0415,NPS,10,Comunicação,Retorno,q_resolution
survey-demo,B0415,NPS,10,Comunicação,Retorno,q_wait
survey-demo,B0416,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0417,CSAT,4,,,q_wait
survey-demo,B0418,NPS,1,Atendimento,Cordialidade,q_channels
survey-demo,B0418,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0418,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0418,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0418,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0418,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0418,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0418,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0418,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0418,NPS,1,Processo,Agendamento,q_channels
survey-demo,B0418,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0418,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0419,NPS,8,Atendimento,Demora,
survey-demo,B0420,CSAT,4,,,q_wait
survey-demo,B0421,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0421,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0421,NPS,8,Comunicação,Retorno,q_resolution
survey-demo,B0421,NPS,8,Comunicação,Retorno,q_wait
survey-demo,B0422,NPS,9,Atendimento,Demora,q_channels
survey-demo,B0422,NPS,9,Atendimento,Demora,q_resolution
survey-demo,B0422,NPS,9,Atendimento,Demora,q_wait
survey-demo,B0422,NPS,9,Comunicação,Retorno,q_channels
survey-demo,B0422,NPS,9,Comunicação,Retorno,q_resolution
survey-demo,B0422,NPS,9,Comunicação,Retorno,q_wait
survey-demo,B0423,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0423,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0424,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0425,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0425,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0425,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0425,NPS,1,Comunicação,Retorno,q_channels
